original	gold_id	pred_id
八重洲の方にでるとこです	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
こういう釣りがある	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
それでその釣りあの棒の所にこれがあるんですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だから歩いてる人ねその記念碑みたいのはわかんないんですねただ変なんあるなって	過去-現在（習慣など）	現在（状態、性質、考えなど）
でたまたま夜通ったもんで	最近（1か月以内）	過去
夜っていうか夕方綺麗だからねただ撮ったわけですよ	最近（1か月以内）	過去
でもなんなんだろうなと思って	最近（1か月以内）	現在（状態、性質、考えなど）
次の日帰ってきたらちゃんと記念品がそこのあるんですよ	最近（1か月以内）	現在（状態、性質、考えなど）
パリから送られてきたんですかこれ	過去	過去
こっちで作ったかあるちょっとわかんないですけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これなんかねパリの万博に出品したものだって言うからさ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
送ってきたのかもわかんないですね	過去	過去
それでねこっちのほらうちの方の家	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
パリ広場っていう空き地がこうあるんですよ	過去-現在（習慣など）	現在（状態、性質、考えなど）
だからそういうとこからあってさ	過去-現在（習慣など）	現在（状態、性質、考えなど）
その時何だろうパリこんなとこでパリ広場なんて	過去	過去
右手が佃で左側東京の方東京	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これで居酒屋ですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
中がね居酒屋なの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
なんか日本一って書いてあるけど魚神	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
すごくね混んでるんですよねいつもね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
もうねほんとにバロックだったんだよね	過去	過去
魚人って書いたんてあんですか	現在（状態、性質、考えなど）	過去
そ魚人	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
本当の名前よく分かんない	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
で安い安い	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
安いよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
安いの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
お刺身の盛り合わせ何かもね一緒にいた主婦の人はね喜んで買ってましたよ	最近（1か月以内）	過去
だってこのぐらいで500円ぐらいね魚刺身500円だ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そういうあれはなかなかないもんね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
築地で売ってるのより筋が多かったりとかちょっとクエスチョンだけどでも十分食べられましたよ	最近（1か月以内）	過去
前こうゆうあれじゃなかったですよね	過去	過去
あのなんかこうテントみたいな	過去	現在（状態、性質、考えなど）
あの時は知ってたんだけど	過去	過去
これになってから知らんわ	過去-現在（習慣など）	現在（状態、性質、考えなど）
ビニールシート貼ってて結構ね	過去	現在（状態、性質、考えなど）
いつもはみ出てましたよね人がね	過去	過去
この横のとても高い建物もう同じ店の	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
じゃないの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
普通の空き地にちょっとなんか倉庫をたてたみたいなねそんな感じですよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
